review,place,reviewer,taste,price,location,service,mood,rating,alpha,region,taste_new,price_new,location_new,service_new,mood_new
하다 내려오다 지인 추천 으로 점심 으로 고고 바다 풍경 함께 음식 먹다 완전 너무 좋다 세트 너무 푸다 하고 음식 너무 맛있다 오다 같다,고집돌우럭 - 함덕점,Passenger63504224469,2.7735,0,0.9522,1.8509,0.9118,5.5,9.74,4,20.12 ,4.87 ,10.11 ,15.05 ,9.88 
정식 세트 먹다 정갈하다 잘나오다 우럭 조림 맛있다 새우 튀김 엄청 크다 바삭 하다 옥돔 구이 바삭 튀기다 고소하다 바다 풍경 보이 좋다,고집돌우럭 - 함덕점,영주 홍,1.8892,0,0.9522,1.747,0.9118,5.5,9.74,4,15.26 ,4.87 ,10.11 ,14.48 ,9.88 
중문 에서 성산포 으로 동하 보다 오른쪽 스타벅스 함께 보이다 지은지 얼마 안되다 그런 꺠끗 하고 친절하다 드라이브스루 가능하다 편리하다,맥도날드,GoPlaces809283,0,0,1.8622,0.9379,1.8091,4.75,2.57,3,1.29 ,1.29 ,10.13 ,5.74 ,9.88 
많다 돼지고기 먹다 보다 냉수 지숙 돼지고기 처음 이다 고기 두께 부터가 포스 장난 아니다 직원 직접 굽다 맛있다 같다 멸치액젓 찍다 명란젓 올리다 먹다 독특하다 다만 원형 테이블 있다 이상 단체 떨어지다 앉다 야하다 바쁘다 보다 추가 주문 대한 직원 대응 늦다 자주 바뀌다 숙달 되다 직원 없다 아쉽다 고기 전반 음식 좋다,숙성도,Namsik86,2.5555,2.4239,0,7.2998,1.6596,3.97,6.53,3,13.41 ,12.89 ,3.27 ,32.25 ,9.85 
여행 마다 무슨 일이 있다 먹다 맛집 이다 함덕 처음 데뷰 맛집 청결 맛집 서비스 맛집 까지 모두 드리다 해산물 친하다 남편 만큼은 아주아주 좋아하다 평소 입맛 까다롭다 신분 더욱 추하다 비리다 없이 청결하다 에서 함덕 바다 바라보다 식사 하다,고집돌우럭 - 함덕점,Sherpa43986342444,0,0,0.9681,0,0.9049,5.5,9.74,4,4.87 ,4.87 ,10.19 ,4.87 ,9.85 
대기 테이블 분도 착시 간분 이상 기다리다 반경 사하다 음식 먹다 보다 기다리다 보람 잔체 적다 음식 간도 조화 롭고 깔끔하다 식사 구성 매우 휼륭하다 제주도 오다 최애 식당 되다 같다 음식 먹다 대기 감수 하다 하다 조건,고집돌우럭 - 중문점,Quest12855271097,2.7377,0,0,3.7181,0.9275,5.3,9.85,3,19.43 ,4.93 ,4.93 ,24.63 ,9.84 
영화 에나 이라 그런 화보 가면 너무 좋다 인테리어 소품 너무 좋다 분위기 좋다 사람 너무 많다,카페 서연의 집,lmhkeke,0,0,0.8989,0.822,0.9694,5.9,8.18,3,4.09 ,4.09 ,9.39 ,8.94 ,9.81 
기다리다 동안 음료 준비 되어다 주문 받다 앉다 음식 금방 나오다 좋다 우럭 양념 맛있다 옥돔 먹다 보다 부드럽다,고집돌우럭,whwd2461,0.9126,0,0.899,0.9254,0.953,5.5,9.11,4,9.57 ,4.56 ,9.50 ,9.64 ,9.80 
성산일출봉 있다 스타벅스 이다 성산일출봉 이보 이기다 닥뭐 그냥 보통 스타벅스 이다,스타벅스 성산일출봉점,Experience659743,0,1.6342,1.95,0,1.7237,3.5,7.5,1,3.75 ,9.47 ,10.58 ,3.75 ,9.78 
건물 이렇게 이쁘다 깜짝 놀라다 ㅎㅎㅎ 정도 규모 솔직하다 장사 되다 부시다 정도 까지 지은 같다 생각 들다 ㅋㅋ 암튼 우럭 조림 옥돔 구이 맛있다 먹다 가다,고집돌우럭 - 중문점,Giephannhatlinh,0,0.8077,0.9307,0,0.9241,5.25,9.85,3,4.93 ,9.17 ,9.81 ,4.93 ,9.78 
분위기 너무 좋다 직원 분들 정말 친절하다 음식 하나 빠지다 없다 너무 너무 맛있다 바로 함덕 해수욕장 여서 바다 끝내주다,고집돌우럭 - 함덕점,GoPlaces11184850274,1.8661,0,0.9404,4.5486,0.8714,5.63,9.74,4,15.38 ,4.87 ,10.16 ,30.48 ,9.78 
분위기 좋다 커피 늘다 사장 이자 주안 오시 지다 테이블 정리 안되다 지저분하다 많다 특히 파리 너무 많다 서자 나다,테라로사 커피,Sherpa806208,1.8942,0,0.8808,1.7945,1.818,3.17,8.02,3,10.01 ,4.01 ,6.80 ,9.70 ,9.77 
시설 부터 음식 까지 깔끔하다 가격 싸다 않다 그만큼 값어치 하다 같다 제주도 놀다 오다 가족 위로 오기 좋다 장소 같다,고집돌우럭 - 함덕점,yyjj7471,0.9126,0.8162,0.9438,1.745,0.8593,5.7,9.74,4,10.07 ,9.52 ,10.25 ,14.82 ,9.77 
대다 인데 대기 시스템 매우 자다 되어다 대기 걸다 두다 주변 어디 가다 되다 정확하다 상세 카톡 이나 으로 알림 오다 우럭 조림 양념 추가 하다 비비다 먹다 정도 이다 가족 어른 모시 오다 아주 만족하다,고집돌우럭 - 중문점,Myinsik,0,0,0,0.9417,0.9275,5.19,9.85,3,4.93 ,4.93 ,4.93 ,9.81 ,9.74 
좋다 깨끗하다 부모님 이랑 가족 이랑 오기 딱좋다 같다 음식 맛있다 양도 푸다 하다 이랑 밑반찬 리필 되다 점도 좋다 방문 의사 있다,고집돌우럭 - 함덕점,Excursion46794965893,2.8206,0,0,2.7165,0.8569,5.67,9.74,4,20.86 ,4.87 ,4.87 ,20.27 ,9.73 
유명하다 추천 받다 방문 하다 직원 친절하다 매장 깨끗하다 제일 중요하다 음식 은기 만큼은 아니다 기름 노릇 노릇 구운 갈치 생각 하고 가다 그건 아니다 오븐 에구 갈치 기름 빠지다 갈치 구이 이다 갈치 조림 많이 짜다 이다,춘심이네 본점,rhee_nj1123,0.9126,2.428,0.8714,4.6537,1.8188,3.11,8.13,3,6.90 ,11.62 ,6.78 ,18.54 ,9.72 
바닷가 보다 먹다 음식점 제주도 보통 좋다 경우 많다 이집 도참 좋다 다음 방문 하다 같다,고집돌우럭 - 함덕점,FarAway55972593822,0,0.8319,0.9391,0,0.8669,5.59,9.74,4,4.87 ,9.52 ,10.12 ,4.87 ,9.72 
중문 관광 단지 있다 대형 음식점 이다 저렴하다 메뉴 가인 상차림 이만원 정도 하다 기억 이네 조림 구이이 주다 그럭저럭 이지만 가격 이그리 싸다 않다 중문 에서 끼떼 고자 한번 가보다,덤장 중문점,Travel810395,0.8211,1.72,1.8947,0.8195,1.6405,3.5,7.9,3,6.82 ,9.97 ,10.58 ,6.82 ,9.69 
좋다 분위기 좋다 가격 좋다 직원 도모 친절하다 커피 자다 모르다 맛있다 느끼다 주변 제주 에가 신다 곳꼭 추천,유동커피,보람 박,0.8742,0,0.8808,2.7942,0.9482,5.92,8.14,3,9.25 ,4.07 ,9.28 ,20.61 ,9.68 
제주 마다 매번 들리다 고집 우럭 항상 매번 마다 웨이 필수 지만 그래도 항상 기다리다 먹다 되다 저희 제주 단골 코스 맛집 이다 다다르다 맛집 호불호 갈리다 쉬다 저희 가족 최애 맛집 이다 음식 그리고 꺼번 어울리다 최고 맛집 이다 강추,고집돌우럭 - 중문점,동훈 이,0.9126,0,0.9408,0.9254,0.8567,5.55,9.85,3,9.99 ,4.93 ,10.15 ,10.06 ,9.68 
역시 스타벅스 한결같다 스타벅스 체인 이라는 알다 직원 분들 친절하다 다른 지점 차이 금은 있다 같다 맛있다 제주 있다 동안 이마트 있다 스벅 가보다 만큼은 아니다 같다,스타벅스 제주노형점,Freedom808220,0,0.8101,1.95,2.816,1.7237,3.25,8.14,4,4.07 ,6.70 ,10.41 ,13.22 ,9.67 
역시 스타벅스 한결같다 스타벅스 체인 이라는 알다 직원 분들 친절하다 다른 지점 차이 금은 있다 같다 맛있다 제주 있다 동안 이마트 있다 스벅 가보다 만큼은 아니다 같다,스타벅스 제주노형점,Freedom808220,0,0.8101,1.95,2.816,1.7237,3.25,8.14,4,4.07 ,6.70 ,10.41 ,13.22 ,9.67 
공항 근처 숙박 부모님 께서 간단하다 한잔 하다 원하다 검색 다녀오다 직원 추천 하다 보다 성게 추천 대로 맛있다 호랑 소라 신선하다 하다 만양 작고 성비 떨어지다 간단하다 먹다 편의점 에서 술안주 사서 호텔 로다 돌아가다 적다 인원 간단하다 술안주 하기는 좋다 같다 식사 로는 이적 지만 가족 단위 가기 이나 비용 으로 아쉽다 같다 알다 선하다 해산물 좋다 가루 풀다 내다 와사비 주다 매우 아쉽다 해산물 위주 이니 다른 반찬 부실하다 이해 하다 와사비 만이라도 와사비 주다 더욱 좋다 같다 ㅜㅜ,일통이반,appledoong,0.8855,1.6209,0.978,4.4736,1.7459,3.36,7.6,4,6.78 ,9.25 ,7.09 ,18.83 ,9.67 
웨이 한보람 있다 맛집 이다 대한 배려 서비스 모두 만족스럽다 함덕 해수욕장 오시 되다 방문 하다 야하다 이다,고집돌우럭 - 함덕점,Dreamer63805928313,0,0,0.9404,0,0.8714,5.5,9.74,4,4.87 ,4.87 ,10.04 ,4.87 ,9.66 
그러나 가족 단위 넘다 많다 너무 너무 관광지 스럽다 서시 장통 시끌벅적 정신 없다 카페 췰린 포기 하다 함덕 해변 구경 하다 좋다,카페 델문도,superdupermoon,0,0,1.9368,0,1.7007,3.22,8.37,4,4.19 ,4.19 ,10.42 ,4.19 ,9.66 
일식집 면서 도편 카페 같다 분위기 인상 두부 만들다 과정 이나 메뉴 예쁘다 그림 으로 그려지다 아기자기하다 있다 두부 소고기 먹다 소스 찍다 먹다 짜지다 않다 조리 되다 가장 마음 들다 분위기 좋다 건강 에도 좋다 맛집 이라고 생각,신의한모,473hyunjink,0.9427,1.6239,1.9051,0.8195,1.7846,4.23,4.22,4,6.10 ,8.98 ,10.17 ,5.58 ,9.66 
돈까스 간장게장 반찬 으로나 오다 좋다 시간 에도 열다 좋다 먹다 나오다 아이스크림 이나 커피 서비스 먹다 주차장 크다,운정이네식당,KYUSEON,0.9439,0,1.813,0,1.8636,3.3,6.98,3,6.60 ,3.49 ,9.47 ,3.49 ,9.64 
깨끗하다 친절하다 맛있다 먹다 국물 달짝지근하다 편이 좋아하다 식구 아니다 식구 나뉘다 전체 으로 만족하다,고집돌우럭 - 중문점,Soeun J,0.9372,1.6604,0,3.6346,0.8569,5.5,9.85,3,10.08 ,14.06 ,4.93 ,24.92 ,9.64 
시설 깨끗하다 위생 청결하다 외국인 친구 가도 괜찮다 이다 식당 우럭 조림 으로 제주도 에서가 크게 성공하다 이라 어떻다 세트 메뉴 먹다 기본 이상 은합 런치 스페셜 세트 메뉴 제주 최고 가성 생각 저녁 세트 메뉴 음식 대비 가격 저렴하다,고집돌우럭 - 중문점,youngwookim1224,3.3934,3.4999,0,2.7553,0.8569,5.5,9.85,3,23.59 ,24.17 ,4.93 ,20.08 ,9.64 
저희 런치 세트 시키다 울다 조림 이나 오다 울다 담백하다 조림 간이 되어다 맛있다 말씀 도안 드리다 애기 용밥 주다 자다 먹다 중문 근처 오시 들다 보시 좋다 같다 박물관 있다 매우 가깝다,고집돌우럭 - 중문점,alchan0122,0.9387,0,0,0.9417,0.9275,5,9.85,3,9.62 ,4.93 ,4.93 ,9.63 ,9.56 
커피 말다 권하다 않다 전경 좋다 현재 아메리카노 올라가다 막다,몽상,C9389XF_,0,0.8162,1.8205,0.8195,1.8376,3,8.08,2,4.04 ,6.49 ,9.50 ,6.50 ,9.55 
쌈밥 처럼 먹다 따로 먹다 고집 우럭 너무 맛있다 주차공간 넓다 가격 정직하다 달달 담백하다 이네,고집돌우럭 - 중문점,yc_choi85,0,0,0.8898,0,0.9477,4.88,9.85,3,4.93 ,4.93 ,9.27 ,4.93 ,9.55 
제주도 제일 맛있다 먹다 식사 이다 다음 엄마 올리다 깨끗하다 정갈하다 음식 이다 야채 굉장하다 신선하다 옥돔 이랑 우럭 통통하다 먹다 많다 ㅎㅎ 주차 도편 하고 다음 방문 하다,고집돌우럭 - 함덕점,Yeieun,1.8518,0,0,2.7698,0.8569,5.4,9.74,4,14.87 ,4.87 ,4.87 ,19.83 ,9.50 
저녁식사 먹다 오다 너무 맛있다 먹다 조림 튀김 기회 너무 너무 신선하다 맛있다 직원 분들 친절하다 식당 깨끗하다 먹다,고집돌우럭 - 함덕점,Stay19965651655,0,0,0,3.8038,0.8569,5.38,9.74,4,4.87 ,4.87 ,4.87 ,25.33 ,9.48 
호텔 에서 추천 하다 가다 너무 맛있다 음식 전체 으로 깔끔하다 짜지다 않다 입맛 당기다 이다 생선 해물 별로 좋아하다 아이 넘다 맛있다 직원 친절하다 웨이 도오 걸리다 않다 순서 몇번 인지 바로바로 알수 있다 제주 오다 겠다,고집돌우럭 - 중문점,applicationlinker,3.6835,2.4426,0.978,6.1706,0.8183,5.55,9.85,3,25.37 ,18.48 ,10.35 ,39.17 ,9.47 
부산 밀면 과는 약간 차이 있다 요면 조금 굵다 육수 도약 더새콤 하다 하다 만산 방식 최고 메뉴 부드럽다 육입 넣다 살살 녹다 요밀 면안 에도 수육 적지 않다 들다 고막 거리 시키다 도작 수육 이따 나오다 하다 만단 으로 시키다 수육 적당하다 기름기 있다 좋다 부위 로주 시기 때문 천지 차이 에요 수육 시키다 들다 본점 보다는 제주시 분점 훨씬 넓다 서비스 좋다 사실 제주시 분점 으로 남다 하다 트립어드 바이 본점 밖에 안나 오다,산방식당,JunRoy,0.8602,1.685,0.8898,0.8195,0.9477,5.64,8.24,2,8.97 ,13.62 ,9.14 ,8.74 ,9.47 
도민 믿다 오는 맛집 이다 손님 모시 오다 항상 쾌적하다 깨끗하다 분위기 정갈하다 믿다 요강 추하다,고집돌우럭 - 함덕점,Excursion58565482282,0.9393,0,0,1.8444,0.8569,5.36,9.74,4,9.90 ,4.87 ,4.87 ,14.76 ,9.46 
두번째 방문 인데 지난번 보다 감동 이다 특히 엄마 시구 가다 엄지 이고 죽이다 정말 최고 예요 엄마 죽다 들다 그릇 깨끗하다 비우다 엄마 말씀 진짜 수제 이라 고담 방문 무조건 이다 친절하다 접수 매니저 특히 감사하다,고집돌우럭 - 함덕점,mijinleee,3.8414,0,0,4.3948,0.8569,5.35,9.74,4,25.42 ,4.87 ,4.87 ,28.38 ,9.45 
커피 훌륭하다 무엇 보다 직원 분들 친절하다 카페라떼 한잔 추위 잊다 제주 가면 가보다,스타벅스 제주중문점,Global808983,0.8826,0,0.8808,3.7747,0.9482,5.5,8.46,3,9.08 ,4.23 ,9.07 ,24.99 ,9.45 
시장 같다 휠씬 크다 매장 크기 웨이 짧다 깔끔하다 고기국수 좋다 퀄리티 고기 다섯 이상 있다 유명하다 비빔국수 매콤 새콤 훌륭하다,자매국수,jeaoogi,1.8233,0,0.8714,1.8303,0.9619,5.34,8.6,4,14.04 ,4.30 ,8.95 ,14.07 ,9.44 
규모 엄청 크다 사람 많다 앉다 자리 있다 하다 자리다 어디 있다 바다 가바 트이다 기분 맛있다 음료 금방 나오다,카페 델문도,EDELAVOIR,0,0,0.899,0,0.953,5.5,8.37,4,4.19 ,4.19 ,9.13 ,4.19 ,9.43 
너무 먹다 중문 있다 방문 하다 쉬다 음식 다른 보다 맛있다 요다음 기회 되다 방문 하고 싶다 완전 강추,고집돌우럭 - 중문점,Quest720085,0.9126,0,0.9408,0.9254,0.8567,5.25,9.85,3,9.72 ,4.93 ,9.86 ,9.78 ,9.42 
오다 수년 방문 하다 기억 으로 더듬더듬 찾아오다 점심시간 마지막 손님 으로 입장 하다 오랜 기다림 음식 전복 새우 우럭 세트 정말 맛있다 먹다 주변 지인 에게도 추천 하다 한가지 드리다 방문 대기 하다 때옆 카페 들리다 할인 되다 가격 으로 편안하다 기다리다,고집돌우럭 - 중문점,DallokE,1.8661,0,0.9605,1.7326,0.8444,5.32,9.85,3,14.85 ,4.93 ,10.03 ,14.14 ,9.42 
여행 일차 점심때 방문 하다 밥상 정갈하다 깔끔하다 너무 맛있다 먹다 가게 깨끗하다 직원 분들 친절하다,고집돌우럭,Tourist38854313369,0.9393,0,0,4.6603,0.8569,5.67,9.11,4,9.88 ,4.56 ,4.56 ,30.98 ,9.41 
일단 함덕 해변 위치 하다 끝장 아니다 맑은 더욱 좋다 세트 먹다 우럭 조림 우거지 매콤 비비다 배추 싸다 먹다 군침 나중 잡채 국물 넣다 들다 보다 옥돔 구이 도실 하고 존맛 제주 서다 맛집 제대로 경험 하고 가다,고집돌우럭 - 함덕점,Inspiration673503,0.9407,0.8101,0.9763,0,0.8563,5.28,9.74,4,9.84 ,9.15 ,10.02 ,4.87 ,9.39 
정말 아주 몹시 매우 맛있다 그렇게 웨이 이기다 기다리다 식사 하다 단박 알다 이름 걸다 앞바다 구경 하다 보다 금방 시간 지나가다 들다 맛있다 먹다,명진전복,JANGhj,0.9535,0,0,1.7489,0.9275,5.4,8.76,1,9.53 ,4.38 ,4.38 ,13.82 ,9.39 
나무 바닥 높다 천장 귤나무 가득하다 정원 까지 제주 카페 한로 가득 풀다 카페 점심시간 이후 에는 손님 많아지다 혼잡 스럽다 일찍 가다 추천,테라로사 커피,jmkim82,0,0.8199,1.9211,0.8099,1.6888,3.17,8.02,3,4.01 ,6.61 ,10.10 ,6.58 ,9.36 
패티 최고 이다 좋다 ㅋㅋ 사장 설명 친절하다 좋다 ㅋㅋ 생각 보다 많다 밀크 크다 하나 시키다,양가형제,sunyieve363,0.831,0.8077,0,2.8759,1.6884,3.86,5.67,2,6.04 ,5.95 ,2.84 ,13.94 ,9.35 
라고 생각 하다 고기국수 육수 깊다 이나고 들다 고기 질도 매우 좋다 현지 분들 자매 국수 보다 삼대 국수 회관 추천 하다 그릇 깔끔하다 바닥 보다 언제 마지막 이다 모르다,제주삼대국수회관본점,467sungeunj,0,0.8077,0,1.8888,0.9275,5.63,8.26,4,4.13 ,8.68 ,4.13 ,14.76 ,9.35 
입맛 까다롭다 와이프 너무 맛있다 배부르다 먹다 옥돔 맛있다 우럭 조림 하다 필요없다 쌈류 제공 되다 부분 매우 만족하다 다소 아쉽다 부분 있다 주차 장이 소하 달다 이며 에는 모두 만족하다 으로 변하다 없다 가격 부탁드리다,고집돌우럭,Tour24159232321,2.6145,1.6187,0,3.5551,0.9275,5.17,9.11,4,18.07 ,12.92 ,4.56 ,22.93 ,9.35 
정말 맛있다 먹다 재료 신선하다 느끼다 간이 자극 이지 않다 감칠맛 제주도 일주일 여행 최고 들다 아인 테리어 공간 분리 하고 각각 다른 컨셉 으로 꾸미다 차다 들다,고집돌우럭,o1052462045,1.8923,0.8162,0.9378,1.6267,0.9264,5.17,9.11,4,14.34 ,8.77 ,9.40 ,12.97 ,9.34 
하루 가능하다 와이프 생선 의안 먹다 깨끗하다 먹다 웨이 조금 있다 만기 보람 있다 자다 먹다,고집돌우럭 - 함덕점,_S7820DG,0,0.8688,0,0.9879,0.8569,5.22,9.74,4,4.87 ,9.41 ,4.87 ,10.03 ,9.34 
전복죽 가장 맛있다 여행지 에서 정도 퀄리티 진짜 같다 커피한잔 이칠천원 임박 제주도 관광지 에서만 오천원 전복 돌솥밥 만족스럽다,명진전복,Expedition803114,0.9738,0,0.9675,0,0.9018,5.5,8.76,1,9.74 ,4.38 ,9.70 ,4.38 ,9.34 
규모 상당하다 사람 많다 여유 로운 휴식 취하 좋다 인생 사진 건지다 예쁜 테라스 바다 배경 으로 펼쳐지다,카페 델문도,seongeuny5,0,0,0.9406,0,0.8992,5.72,8.37,4,4.19 ,4.19 ,9.57 ,4.19 ,9.33 
정말 덥다 방문 하다 그렇다 중국인 들이다 정말 많다 하지만 제주도 에서만 먹다 음료 에선 성산일출봉 보다 기회 까지 화장실 고장 나다 사용 하다 없다 아쉽다,스타벅스 성산일출봉점,yunhi0817,1.9071,0.8104,1.6994,3.3455,1.8577,3,7.5,1,9.47 ,6.18 ,8.85 ,13.79 ,9.32 
수국 찍다 가다 이고 일인 메뉴 선불 로주 문후 입장 이다 근데 음료 메리트 일도 없다 오직 인스타 카페 이다 날씨 진짜 좋다 국도 그럭저럭 적당하다,마노르블랑 카페,J2da,0.9738,0,1.8596,0,1.7974,3.34,6.63,2,6.57 ,3.32 ,9.53 ,3.32 ,9.32 
시간 맞추다 대기 없이 먹다 고사리 닭고기 찢어지다 끓이다 내다 고사리 육개장 굉장하다 맛있다 넣다 않다 처음 뜨다 느낌 먹다 죽다 들다 따라가다 이조 금세 느끼다 있다 감칠맛 과식 매우 좋다 깍두기 부추 무치다 맛있다 들다 나오다 오징어 젓갈 좋다 전국 택배 써다 주문 하다 먹다,우진해장국,mychojj,0,0.8162,0,1.7613,0.9275,5.37,8.67,4,4.34 ,8.72 ,4.34 ,13.79 ,9.32 
우럭 매운탕 으로나 먹다 보다 이런 요리 처음 먹다 보다 비리다 전혀 없다 양념 자다 먹다 시래기 으로 정말 맛있다 먹다 너무 맛있다 웨이 이기다 경우 있다 바나나 카페 에서 잠시 대기 다가 와도 좋다 추천 하다,고집돌우럭 - 중문점,srk00055,1.8974,0,0.9605,0.8072,0.8444,5.18,9.85,3,14.75 ,4.93 ,9.90 ,9.11 ,9.30 
가족 가다 먹다 너무 맛있다 고기 냄새 안나 국물 매우 고소하다 깔끔하다 요강,올래국수,hyungjoob,0,0,0,0.9417,0.9275,5.3,8.76,4,4.38 ,4.38 ,4.38 ,9.37 ,9.30 
정도 웨이 팅끝 들어가다 식당 전체 으로 건물 이고 주차공간 있다 하지만 사람 많다 붐비다 시간 간다 아마 주차 장이 꽉차다 않다 싶다 저희 다행하다 자리 가나 자마자 들어오다 좋다 주차 다양하다 상차림 구성 이주 메뉴 고요 범주 예으니 이름 따다 구성 상차림 그중 에서 저희 쉐프 상차림 주문 하다 귀하다 손님 모시 고간 라서 다양하다 제주도 음식 들다 주문 음식 이다 데모 두다 회전 복구 생선 조림 가마솥 등등 제주도 에서 유명하다 특산 로만 요리 코스 처럼 나오다 구성은 일단 마음 들다 조림 전혀 짜지다 않다 적당하다 간이 이다 저희 우럭 조림 먹다 같다 이간 손님 이그 우럭 이랑은 식감 다르다 하다 확실하다 살점 이두 하고 나다 특히 정말 환상 이다 웬만하다 횟집 리가 하다 정도 의식 이아주 끝내주다 덕분 손님 나다 들다 괜히 뿌듯하다 저녁식사 이다 가격 좀비 싸다 한번 손님 대접 거나 고급 한식 먹다 추하다,고집돌우럭,alsrb5984,6.5544,1.6324,0.9307,6.0098,0.9241,5.11,9.11,4,38.05 ,12.90 ,9.31 ,35.27 ,9.28 
대기 길다 고해 작정 하고 가다 좋다 거의 바로 먹다 요런 먹다 소문 처럼 존맛 이구 아기 배려 친절하다 설명 정말 감동 받다,고집돌우럭 - 중문점,유나조,1.7845,0,0,2.7196,0.8187,5.31,9.85,3,14.40 ,4.93 ,4.93 ,19.37 ,9.27 
방문 하다 마다 가다 이다 주차 기도 편하다 음식 빨리 나오다 먹다 왠지 건강하다 기분 이듭 따뜻하다 좋다,우진해장국,darcomc,0.9126,0,0,1.8578,0.8965,5.5,8.67,4,9.35 ,4.34 ,4.34 ,14.55 ,9.27 
전복 돌솥밥 정말 맛있다 기본 메뉴 깔끔하다 식당 깨끗하다 용두암 근처 김녕 해수 역장 좋다 다음 갈다,명진전복,juzzang01,0.9535,0,0,1.795,0.8569,5.7,8.76,1,9.81 ,4.38 ,4.38 ,14.61 ,9.26 
유명하다 알다 있다 매우 건강하다 이다 복도 많이 없다 알다 실하다 많이 있다 여기다 아이 가도 함께 맛있다 먹다,명진전복,Hello_too,0,0,0,0.9417,0.9275,5.25,8.76,1,4.38 ,4.38 ,4.38 ,9.32 ,9.25 
궁금하다 가보다 커피 괜찮다 자리 없다 어수선하다 비싸다 카페 밖에 바다 반짝거리다 이쁘다 궁금하다 한번 가보다 정도 이다,몽상,Road712723,0.8555,1.8387,1.8413,0.842,1.7927,2.9,8.08,2,6.52 ,9.37 ,9.38 ,6.48 ,9.24 
직원 친절하다 어떻다 먹다 설명 해주다 상차림 푸다 하고 엄청 불리 먹다 가족 끼리 오기 좋다 같다,고집돌우럭 - 중문점,귀자최,1.7793,0,0,3.7836,0.8187,5.25,9.85,3,14.27 ,4.93 ,4.93 ,24.79 ,9.22 
주다 야하다 하다 좋다 저녁 오다 지안 바로 주문 고사리 육개장 몸국 시키다 생소하다 비쥬 등장 하다 먹다 하다 막상 먹다 보더 맛있다 비우다 몸국 보단 고사리 육개장 인기 있다 고기 고사리 서다 건지다 죽처러 먹기 편하다,우진해장국,yoojinc305,0,0,0,0.9324,0.8965,5.45,8.67,4,4.34 ,4.34 ,4.34 ,9.42 ,9.22 
세트 먹다 성비 이고 맛있다 국수 고기랑 두다 맛있다 죽도 먹다 맛있다 추천 하다 사장 친절하다 번창 하다 좋다,올래국수,ianbrother,0,0,0,1.9014,0.8697,5.55,8.76,4,4.38 ,4.38 ,4.38 ,14.93 ,9.21 
제주도 유명하다 해장국 이다 동반 으로 가기 에는 쉬다 않다 단점 이지만 날술 말다 서하면 속이다 절로 풀리다,모이세 해장국,Scenic806039,0,0.8162,1.8805,0.8195,1.7461,3.17,7.33,4,3.67 ,6.25 ,9.63 ,6.26 ,9.20 
전복 전복죽 시키다 개인 으로는 전복죽 보다는 전복 괜찮다 이다 웨이 시간 이기다 어비 수기 저녁 시간 이용 좀더 편하다 즐기다,명진전복,HyunK84,0.8555,0.8594,0,1.7744,0.8965,5.36,8.76,1,8.97 ,8.99 ,4.38 ,13.89 ,9.19 
국수 만두 특히 추다 날씨 에야 유회 하루 종일 훌륭하다 웨이트리스 아주 따뜻하다 매우 도움 되어다 레스토랑 새벽 까지 너무 늦다 저녁식사 좋다 곳엽,제주삼대국수회관본점,hekhor,1.8396,0,0,2.7314,0.9275,5.45,8.26,4,14.16 ,4.13 ,4.13 ,19.02 ,9.18 
갈치 조림 정말 부드럽다 맛있다 맛집 으로 소문나다 유가 있다 친구 이랑 너무 자다 먹다 직원 분들 친절하다 매장 너무 깔끔하다,착한집,선화 이,0.9535,0,0.8714,4.4947,0.9619,5.65,7.5,4,9.14 ,3.75 ,8.67 ,29.15 ,9.18 
음료 사이드 메뉴 나쁘다 않다 정도공 기존 공장 에서 손대다 다듬다 흔적 거의 없다 바닥 울퉁불퉁하다 건물 아래 고스 드러나다 군데군데 잡풀 이자 라고 있다 여름 에는 창문 열다 두다 모기 함께 하다,앤트러사이트,greenoniongrilling,0,0.8162,1.8297,0.8195,1.8771,2.92,7.38,2,3.69 ,6.07 ,9.03 ,6.08 ,9.17 
고집 우럭 여러 제주 방문 하다 맛집 리스트 있다 고집 우럭 함덕 일정 맞다 않다 먹다 지나치다 아쉽다 드디어 먹다 돼다 카페 많다 회원 들다 순위 고집 우럭 잠시 대다 메뉴 고르다 창가 에서 바다 보다 먹다 으로 위치 선정 서럽다 세트 주문 하다 메인 음식 정갈하다 반찬 양념 맛있다 우럭 조림 우럭 구이 정말 가시 빼다 다발 먹다 ㅋㅋ 우리 생선 좋아하다 혹시 제주도 맛집 고민 하다 고집 우럭 함덕 바로 ㄱㄱ,고집돌우럭 - 함덕점,NanNaYaaa,2.8054,1.6267,0.9605,4.2441,0.8444,5.09,9.74,4,19.15 ,13.15 ,9.76 ,26.47 ,9.17 
주민 자연사 박물관 바로 건너 위치 하다 박물관 주차 하고 관람 점심식사 하다 딱좋다 자리 넓다 회전 빠르다 이어서 많이 기다리다 않다 제주 고기국수 먹다 보다 최고 하다,제주삼대국수회관본점,Popopo12,0,0.8162,0.8898,0.8195,0.9477,5.31,8.26,4,4.13 ,8.46 ,8.85 ,8.48 ,9.16 
함덕 해변 환상 고집 우럭 만의 반하다 특히 유아 무료 살다 이르다 에서는 감동 일수 밖에 없다 강추,고집돌우럭 - 함덕점,현욱우,0.957,0,0.9763,0.8309,0.8563,5,9.74,4,9.66 ,4.87 ,9.75 ,9.02 ,9.15 
