review,place_rating,ID,title,place,rating,region,raw,감성점수,newrating,placecount,plusalpha
시간 기다리다 보람 있다 부모님 너무 만족하다 다음 에도 부모님 모시 남편 이랑 같이 오다 이다,5,LoveTravel691222,부모님과 맛난 점심,고집돌우럭 - 중문점,50,3,한시간 기다린 보람이 있습니다 부모님도 너무 만족하셨답니다 다음에도 부모님 모시고 남편이랑 같이 와야겠어요 굿입니당 굿,0.75,5.38,319,9.85 
추천 받다 왓늠 정말 너무 너무 잇다 다른사람 한테 추천 해주다 가타 특히 시래기 우럭 죵말죵 말맛 잇다,5,Getaway57378571689,유명세 인정 맛집????,고집돌우럭 - 중문점,50,3,"추천받아서 왓늠데 정말 너무너무 맛잇네요!
다른사람등한테더 추천해줄거가타여!!
특히 시래기랑 우럭이 죵말죵말 맛잇어요!!",0.5,5.25,319,9.85 
작년 오다 이번 년도 먹다 웨이 정도 하고 먹다 보다 기다리다 시간 전혀 아깝다 않다 너무 너무 맛있다 신행 오다 우울하다 고집 우럭 먹다 기분 좋아지다,5,Voyage30336995600,고집돌우럭??,고집돌우럭 - 중문점,50,3,작년에 못왔어서 이번년도에 꼭 먹으려고 웨이팅50분정도하고 먹어보았는데 기다렸던시간이 전혀 아깝지 않았어요!!너무너무맛있었네요!!신행3일째 비가와서우울했는데 고집돌우럭먹고 기분좋아졌네요^^,-0.18,4.91,319,9.85 
대다 기다림 지루하다 않다 정도 에서 들어가다 주차장 넓다 음식 깔끔하다 맛있다 아이 맵다 먹다 하다 맛있다 먹다 다음 방문 의사 있다,5,Adventure22551670899,엄지척,고집돌우럭 - 중문점,50,3,"대기는 있었지만 기다림이 지루하지 않을정도에서 들어갈 수 있었어요
주차장도 넓고 음식도 깔끔하고 맛있었구요
아이가 매워서 못먹을까 했는데 맛있게 잘 먹었네요
다음에 또 방문의사 있습니다",0.57,5.29,319,9.85 
우럭 조림 넘다 맛있다 보들보들 시래기 몰캉하다 조림 신의한수 같이나 오다 밑반찬 정말 이다 사서 우럭 조림 시래기 얹다 맛있다 배부르다 먹다 다감 사하다 부모님 모시 오다,5,현주박2022,드뎌 고집돌우럭,고집돌우럭 - 중문점,50,3,"우럭조림 넘 맛있어요~ 보들보들 시래기랑 몰캉한 무조림은 신의 한수! 같이 나오는 밑반찬도 정말 굿입니다^^
쌈사서 우럭조림에 시래기 얹어 맛있고 배부르게 먹고갑니다
감사합니다~ 담에 부모님 모시고 올게요!",0.5,5.25,319,9.85 
후기 보고 방문 하다 정말 맛있다 푸다 하다 음식 하나같이 나오다 반찬 맛있다 먹다 다음 방문 하다,5,Jihyun J,맛있었어요,고집돌우럭 - 중문점,50,3,"후기 보고 방문했는데 정말 맛있고 푸짐했어요
음식 하나하나 같이 나오는 반찬들도 다 맛있게 먹었습니다. 다음에 또 방문할게요",1,5.5,319,9.85 
부모님 모시다 제격 깔끔하다 식당 정갈하다 음식 하다 없이 맛있다 제주 마다 무조건 먹다 오다 겁니다 ㅎㅎ,5,슬기 이,재방문 의사 999999%,고집돌우럭 - 중문점,50,3,"부모님 모시고 오기에 제격!
깔끔한 식당과 정갈한 음식 맛은 말할것도없이 맛있어요
제주 올때 마다 무조건 먹으러 올겁니다ㅎㅎ",1,5.5,319,9.85 
소문 대로 너무 맛있다 허겁지겁 먹다 순삭 하다 ㅎㅎ 아침 일찍 오니 기도 없다 서너 좋다 ㅎㅎ 다음 오다 방문 하다,5,Cruiser58966685380,최고의 맛집!!,고집돌우럭 - 중문점,50,3,"소문대로 너무 맛있었습니다!!
허겁지겁 먹니라 순삭했네요ㅎㅎ
아침 일찍오니 대기도 없어서 너무 좋았습니당ㅎㅎ
다음에 온다면 또 방문하겠습니다",0.56,5.28,319,9.85 
고집 우럭 유명하다 알다 방문 계획 없다 우연 먹다 돼다 우럭 조림 너무 맛있다 기도 맛있다 외찬 깔끔하다 생선 튀김 미역국 좋다,5,DayTrip26245605572,또오고싶은맛,고집돌우럭 - 중문점,50,3,"고집돌 우럭 유명한건 알고있었는데 방문 계획은 없다가 우연찮게 먹게 됐어요
우럭조림 너무 맛있고 시레기도 맛있어요~~
그 외 찬들도 다 깔끔하고 생선튀김, 미역국 다 좋아요",0.38,5.19,319,9.85 
신혼여행 오다 너무 괜찮다 가족 이랑 같다 시올 만큼 맛있다 방문 사또 있다 다음 에다 시올 까지 자다,5,Venture30331611156,고집돌우럭 중문점,고집돌우럭 - 중문점,50,3,"신혼여행때 왔다가 너무 괜찮았어서
가족들이랑 같이 다시 올만큼 맛있어요
재방문 의사 또 있습니다!

다음에 다시 올때까지 잘 있어주세용",1.5,5.75,319,9.85 
오다 완전 도둑 옥돔 구이 완전 빠삭 하다 맛있다 조림 완전 완전 도둑 전체 으로 깔끔하다 맛있다 요다음 오다 같다,5,sn00py0712,맛있어요,고집돌우럭 - 중문점,50,3,"와~~완전밥도둑!!!! 옥돔구이.완전빠삭해서 맛있어요 조림도~~완전완전밥도둑!!!전체적으로 깔끔하고 맛있어요~~
다음에 또올것같아요",0.91,5.46,319,9.85 
괜찮다 같다 주차 괜찮다 조림 도달 맛있다 옥돔 튀김 맛있다 가시 때문 아이 조금 신경 써다 먹다 야합,5,eileen1416,재방문의사 있긴함,고집돌우럭 - 중문점,40,3,맛은 괜찮았던것 같아요. 주차도 괜찮고... 조림도 달콤 맛있었어요. 옥돔튀김도 맛있었는데 잔가시 때문에 아이들은 조금 신경써 먹어야 합니다.,0.71,4.36,319,9.85 
부모님 모시 오다 제일 만족하다 너무 맛있다 들다 고저 두번째 방문 인데 만족스럽다 나다 먹다,5,Saim S,부모님모시고 왔어요,고집돌우럭 - 중문점,50,3,"부모님들 모시고 왔는데 제일 만족하셨어요
너무 맛있게 잘 드시고 저도 두번째 방문인데
늘 만족스러워요^^ 맛나게 잘먹었습니다",0.8,5.4,319,9.85 
제주 오다 어김없이 방문 이다 우선 구이 가다 맛있다 무엇 보다 아이 한식 판이 따로 나오다 오늘 아쉽다 떨어지다 흰밥 대신 준비 해주다 자다 먹다,5,Nomad20043704207,답정고집돌,고집돌우럭 - 중문점,50,3,늘 제주를 오면 어김없이 방문하는 곳입니다. 우선 찜과 구이가 다 맛있고 무엇보다 아이들을 위한 식판이 따로 나오는데 오늘은 아쉽게도 다 떨어져서 흰밥을 대신 준비해주셨네요~^^잘 먹고 갑니다,0,5,319,9.85 
알뜰 상차림 에도 아주 배부르다 먹다 먹다 야하다 매번 고민 면서 먹다 되어다 무우 우럭 살이 주야 하다,5,haileyjo421,맛있어요,고집돌우럭 - 중문점,50,3,"알뜰 상차림에도 아주 배부르게 먹었습니다!~ 뭘 먹어야할지 매번 고민하면서 .. 먹게 되었어용
무우랑 우럭살이 아주 야들함니다",-0.33,4.84,319,9.85 
직장 동료 추천 으로 오다 아주 만족 스럽게 식사 하고 가다 어른 모시다 좋다 같다 요런 세트 먹다 반찬 정갈하다 우럭 양념 맛있다 생선 구이 너무 맛있다 추천 하다,5,Paradise28301580048,추천합니다.,고집돌우럭 - 중문점,50,3,직장동료의 추천으로 왔는데 아주 만족스럽게 식사하고 갑니다. 어른들 모시고 와도 좋을 것 같아요. 런치 세트로 먹었는데 반찬들도 정갈하고 우럭찜 양념 간도 맛있고 생선구이도 너무 맛있었어요. 추천합니다!!!,1.22,5.61,319,9.85 
존맛 이기도 하디 ㅜㅜ 진짜 아기 까지 따로 챙기다 보고 감동 이에요 오다 조기 따로 나오다 일단 싸다 먹다 너무 잇다 엄빠 데리 고다 시올,5,Voyage22560353539,멋잇어요촤고최도,고집돌우럭 - 중문점,50,3,"존맛이기도하디만. ㅜㅜ진짜 아기까지. 밥따로챙겨주시는거보고감동이에요.. 또올래요
조기도따로나오고 일단 쌈싸먹으면 너무맛잇어요!! 엄빠데리고다시올래요",0.5,5.25,319,9.85 
쌈밥 처럼 먹다 따로 먹다 고집 우럭 너무 맛있다 주차공간 넓다 가격 정직하다 달달 담백하다 이네,5,yc_choi85,맛집이네요~!,고집돌우럭 - 중문점,50,3,"쌈밥처럼 싸먹을 수 있고 따로도 먹는 고집돌 우럭~!너무 맛있어요.
주차공간도 넓고 가격도 정직하고 달달하며 담백한 맛이네요",-0.25,4.88,319,9.85 
두번째 방문 이다 신랑 처음 방문 하고 너무 맛있다 충격 먹다 엄마 모시 두번째 방문 하다 제주도 최고 인생 맛집 이다 제주 가시 방문 하다 야합 주변 사람 모두 에게 널리 널리 전파 하다 너무 너무 맛있다 남냠,5,2soomin,제주도 최고의 맛집ㅇㅁ,고집돌우럭 - 중문점,50,3,두번째 방문입니다 신랑과 처음 방문하고 너무 맛있어서 충격먹고 엄마 모시고 두번째 방문했습니다 제주도 최고의 인생 맛집입니다 제주에 가시면 꼭 방문하셔야 합니다 주변 사람들 모두에게 널리널리 전파할거에요 너무너무 맛있어요 남냠,0.82,5.41,319,9.85 
너무 너무 정말 정말 맛있다 맛있다 구이 맛있다 이에요 다음 오다 후후후 하하 후훗 짱짱 직원 분들 친절하다,5,신비 최,우럭짱짱맛집,고집돌우럭 - 중문점,50,3,"너무 너무 정말 정말 맛있어요!
찜도 맛있는데 구이는 더 맛있어요!
짱이에요!
다음에 또올께요!
후후후하하하후훗
짱짱
직원분들도 다친절하시네욧!",2,6,319,9.85 
우럭 조림 우럭 구이 먹다 갑자기 눈앞 우럭 살아나다 뛰다 진정하다 맛집 추하다 추천 하다 들다 보다,5,Excursion18904114609,대박 강추,고집돌우럭 - 중문점,50,3,"우럭조림과 우럭구이를 먹었는데 갑자기 눈앞에 우럭이 살아 날뛰고 있었습니다.
진정한 맛집 강추합니다!!추천합니다 꼭 드셔보세여",0.25,5.13,319,9.85 
이제야 방문 건지다 분위기 가격 모두 만족 스러운 식사 이다 다음 방문 의사 필수 코스 가족 함께 방문 하다 고합,5,Adventurer786358,런치A세트 200% 만족스럽네요.,고집돌우럭 - 중문점,50,3,"왜 이제야 방문한건지 맛,양,분위기,가격 모두 만족스러운 식사였습니다.

다음에 재방문 의사 200% 필수코스로 가족과 함께 또 방문하려고 합니다.",1.25,5.63,319,9.85 
가족 여행 들르다 이다 푸다 지다 좋다 좋다 다음 에놀 오다 다시 방문 하다 같다 요추 천하다 자다 먹다 가다,5,Jeity,고집돌 중문점 맛집!!,고집돌우럭 - 중문점,50,3,"가족들과 여행중 들른곳입니다.
푸짐히고 맛도좋고 아주 좋네요.
다음에 놀러오면 꼭 다시 방문할것같아요. 추천합니다
잘먹고갑니다.",0.33,5.17,319,9.85 
지인 추천 으로 드디어 오다 되다 돌집 우럭 무우 새우 전복 너무 잇다 우럭 조림 이렇게 맛있다 음식 알다,5,가영김,고돌집우럭 첫방문,고집돌우럭 - 중문점,50,3,"지인의 추천으로 드디어 오게 된 고돌집우럭!
무우 새우 전복 너무 맛잇어요
우럭조림이 이렇게 맛있는음식인줄 첨 알았네요!",0.25,5.13,319,9.85 
마다 들르다 맛집 이다 평소 생선 로안 좋아하다 여기다 생선 고기 처럼 살이 많다 통통하다 맛있다 어른 좋아하다 모시 와도 반응 좋다,5,신애김,맛있어요~,고집돌우럭 - 중문점,50,3,"제주 올 때마다 들르는 맛집입니다~
평소 생선 별로 안 좋아하는데 여기는 생선이 고기처럼 살이 많고 통통해서 맛있어요!
어른들도 좋아하셔서 모시고 와도 반응이 좋습니다!",1.5,5.75,319,9.85 
시래기 우럭 소스 비벼 먹다 최고 요양 무지 많다 강력 추천 하다 우럭 조림 으로 먹다 굉장하다 신선하다 경험 이지만 너무 좋다,5,Go59420826728,고집돌우럭 맛있어요,고집돌우럭 - 중문점,50,3,"시래기에 우럭, 소스에 밥을 슥슥 비벼 먹으면 최고네요. 양은 무지 많아요~ 강력 추천합니다.
우럭을 조림으로 먹는다는게 굉장히 신선한 경험이지만 너무 좋았어요",0.82,5.41,319,9.85 
오픈 시간 맞추다 방문 하다 맛있다 감사하다 방문 의사 있다 게일 하고많다 버세 감사하다 수고 하다,5,Go28717962457,후기,고집돌우럭 - 중문점,50,3,"오픈시간 맞추어방문하였습니다.
^^맛있었습니다.
감사합니다 재방문의사있습니다 :)
적게일하고 많이버세요
^^
감사합니다~~^^^^수고하세요",1.17,5.59,319,9.85 
여행 가장 맛있다 먹다 고집 우럭 집시 맞추다 보람 있다 제주 도올 마다 오다 같다 먹다 부모님 모시 오다 생각 하다 먹다 오다,5,Camper41786800976,제주맛집??,고집돌우럭 - 중문점,50,3,"제주 여행중 가장 맛있게 먹은 고집돌우럭집:)
10시 땡 ! 맞춰간 보람이 있네요♡♡
제주도 올때마다 올것 같아요!
밥 먹는 내내 부모님 모시고 와야지란 생각을 했어요.
또 먹으로 올게요!",-0.12,4.94,319,9.85 
인심 살다 외갓집 할머니 아낌없이 차리다 푸다 상차림 어느 허다 투루 하다 없다 정말 맛집 맛집 이다,5,영아최,요망지게 먹어봅시다~~,고집돌우럭 - 중문점,50,3,"제주 인심이 살아있는… 외갓집 할머니가 아낌없이 차려주시는 푸짐한 한상차림…
어느것 하나 허투루 할 수 없는 정말 맛집중에 맛집입니다",1,5.5,319,9.85 
두번째 방문 인데 마다 방문 사다 깔끔하다 맛있다 특히 조림 양념 너무 맛있다 비비다 먹다 느끼다 정도 이다,5,donghyungl,너무 맛있어요,고집돌우럭 - 중문점,50,3,"두번째 방문인데 제주올때마다 방문의사있어요

깔끔하고 맛있어요

특히 조림양념이 너무 맛있어서 밥비벼먹고싶은

충동을 느낄정도입니다",0.8,5.4,319,9.85 
지인 추천 으로 오다 정말 맛있다 아이 식사 챙기다 무엇 보다 한국인 입맛 찰떡 이다 음번 에도 방문 하다,5,Jigmoooooooooooo,진짜 꼭 오셔야합니다.,고집돌우럭 - 중문점,50,3,"지인추천으로 왔는데 정말 맛있네요
아이들 식사도 챙겨주니고 무엇보다 맛이 한국인 입맛에
찰떡입니다!!
다음번에도 또 방문할께요",1.25,5.63,319,9.85 
우럭 맛있다 근처 귤밭 있다 대기 동안 아이 심심하다 않다 숙소 근처 라면 번은 들리다 하다,5,pgaram2,맛있어요~,고집돌우럭 - 중문점,50,3,우럭이 맛있어요~ 근처에 귤밭이 있어서 대기하는 동안 아이들이 심심하지 않아해요. 숙소가 근처라면 한번은 들릴만합니다,1.5,5.75,319,9.85 
농장 처럼 있다 사진 찍다 맛집 이라 오다 메뉴 세트 지정 되어다 잇다 저희 세트 먹다,5,JLIM24553939,추천드려요??,고집돌우럭 - 중문점,50,3,뒤에 귤농장처럼 있어서 사진도 찍을 수 있고 맛집이라길래왔어요~~ 메뉴가 세트로 지정되어 잇어서 저희는 세트 비 먹을거에요!!,0,5,319,9.85 
고집 우럭 전복 새우 우럭 조림 세트 시키다 진짜 많다 있다 서너 추천 드리다 쌈밥 이랑 같이 하다 먹다 최고 이다,5,HaYoungii,고집돌우럭 추천합니다!!,고집돌우럭 - 중문점,50,3,고집돌우럭 전복새우우럭조림(세트B)시켰는데 진짜 양도 많고 맛도 있어서 너무 추천드려요! 쌈밥이랑 같이 해서 먹으면 최고입니다!,0.5,5.25,319,9.85 
소문 듣다 방문 하다 직원 분들 친절하다 너무 좋다 방문 의사 프로 이다 가세 요다음 에는 다른 코스 시키다 먹다 하다,5,Travel28167255352,고집돌우럭 중문점,고집돌우럭 - 중문점,50,3,"소문만듣고 방문했는데 직원분들도 친절하시고 맛도 너무좋아요ㅠ 재방문의사 200프로 입니다 꼭 가세요!
다음번에는 다른코스도 시켜먹을려고합니다",0.5,5.25,319,9.85 
박일 여행 제일 맛있다 필요없다 존맛 우럭 살부 드럽다 싸다 먹음 시래기 양념 대박 들다 보다 방문 다음 하다,5,Hamsterkimmy,강추하는 제주맛집,고집돌우럭 - 중문점,50,3,"5박6일 여행중에 제일맛있었음,...
말이필요없음 존맛. 우럭살 부드럽고 쌈싸먹음 맛나요. 시래기랑 양념도 대박.꼭드셔보세요 재방문 다음에 꼭하려구요ㅡ",1.33,5.67,319,9.85 
너무 친구 만족 나중 부모님 모시 오다 너무 친구 만족 나중 부모님 모시 오다 ㅎㅎ,5,hazel-oh-xoxo,고집돌우럭 맛남,고집돌우럭 - 중문점,50,3,"너무 맛나요! 저도 친구도 대만족!
나중에 부모님 모시고 또 올거에요 ㅎ
너무 맛나요! 저도 친구도 대만족!
나중에 부모님 모시고 또 올거에요 ㅎㅎ",0.71,5.36,319,9.85 
지인 추천 받다 다녀오다 매우 만족하다 요정 매우 푸다 하다 ㅎㅎㅎ 조림 특히 맛있다 그리고 아이 서비스 챙기다 감동 받다 오다,5,Roving52875341313,아이랑 같이 오기 좋은 식당,고집돌우럭 - 중문점,50,3,지인 추천받고 다녀왔는데 매우 만족해요! 정식이 매우 푸짐하구용 ㅎㅎㅎ 조림이 특히 맛있었어요! 그리고 아이 밥도 서비스로 챙겨주셔서 감동받고왔네여,1.1,5.55,319,9.85 
중문 에서가 유명하다 않다 음식 정갈하다 특별하다 아니다 집밥 느낌 으로 먹기 좋다 웨이 없다 방문 의사 있다,5,Nomad57637107993,고집돌,고집돌우럭 - 중문점,40,3,"중문에서 가장 유명하지 않을까요
음식 정갈해요, 특별한 맛은 아니여도
집밥느낌으로 먹기 좋아요 웨이팅만 없으면
재방문 의사 있어요",-0.4,3.8,319,9.85 
여기 완전 맛있다 정말 먹다 예약 되다 정말 다행 제주도 오다 고집 돌다 먹다 나중 오다 중문 최고,5,kangjoajoa,완전 맛있어요,고집돌우럭 - 중문점,50,3,여기 완전 맛있어요 !! 정말 먹고 싶었는데 14시에 예약되서 정말 다행 ㅎ 제주도 오면 고집돌은 꼭 먹어야죠ㅎ 나중에 또오고 싶어요!! 중문점 최고,0.14,5.07,319,9.85 
진짜 제주 인생 맛집 탄생 우럭 조림 이제 고집 우럭 신랑 이랑 아주 바닥 까지 박박 긁다 먹다 가다 오다,5,Sightsee33497616593,핵맛똘쓰 우럭ㅈㆍㄷ림,고집돌우럭 - 중문점,50,3,"아진짜 제주 인생맛집 탄생
우럭조림은 이제 고집돌우럭♡
신랑이랑 아주 바닥까지 박박 긁어먹고 갑니다앙ㅜ
담에 또 올께용♡",0.25,5.13,319,9.85 
우럭 매운탕 으로나 먹다 보다 이런 요리 처음 먹다 보다 비리다 전혀 없다 양념 자다 먹다 시래기 으로 정말 맛있다 먹다 너무 맛있다 웨이 이기다 경우 있다 바나나 카페 에서 잠시 대기 다가 와도 좋다 추천 하다,5,srk00055,여자친구랑 왔어요,고집돌우럭 - 중문점,50,3,"우럭은 회나 매운탕으로나 먹어봤지 이런 요리는 처음 먹어보네요. 비린 맛 전혀 없고 양념 잘 먹은 시래기랑 쌈으로 정말 맛있게 먹었습니다!! 너무 맛있네요. 웨이팅이 길 경우, 옆에 있는 바나나카페에서 잠시 대기하다가 와도 좋겠습니다. 추천합니다!",0.36,5.18,319,9.85 
먹다 너무 맛있다 배부르다 섭섭하다 이에요 여행 오다 맛보다 생각나다 찾아오다 역시 그대로 에요 오다,5,dldmsgpp,배부른게 섭섭한 이 맛,고집돌우럭 - 중문점,50,3,"먹는데 너무 맛있어서 배불러 가는게 섭섭한 맛이에요
전에 여행왔을 때 맛보고 생각나서 찾아왔는데
역시나 그대로에요! 또 올게요",0,5,319,9.85 
오다 너무 맛있다 먹다 가족 데리 오다 인스타 에서 고집 우럭 댓글 이벤트 에서 제주 소개 받다 제주도 오다 번은 들르다 야하다 고집 우럭 맛있다 먹다 가다,5,민영이,세번째 방문??,고집돌우럭 - 중문점,50,3,"전에 왔을때 너무 맛있게 먹었어서
가족들 데리고 또 왔어요~
인스타에서 고집돌우럭 댓글 이벤트에서
제주 핫플 소개도 받았구요
제주도에 오면 꼭 한번은 들렀다 가야하는
고집돌우럭
맛있게 먹고 갑니다~",0.25,5.13,319,9.85 
역시 실망 시키다 않다 제주 도올 마다 가보다 하다 이제 서다 오다 정말 맛있다 고민 웨이 늘리다 ㅎㅎㅎ,5,SoyoungP128,존맛탱,고집돌우럭 - 중문점,50,3,"역시 실망시키지 않았어요.
제주도 올때마다 가볼까 했는데 이제서야 왔네요
정말 맛있어요!!
고민은 웨이팅만 늘릴뿐..ㅎㅎㅎ",0,5,319,9.85 
엄마 카멜리아 가다 다다르다 으로 동하 리뷰 많다 찾아가다 런치 세트 시키다 엄마 만족하다 기분 좋다 옥돔 평소 먹기 쉬다 않다 좋다 물론 이고 분위기 잔잔하다 직원 분들 친절하다 제주 여행 오다 갈다 같다,5,hanachu,우럭맛집,고집돌우럭 - 중문점,50,3,"엄마랑 카멜리아 갔다 다른 곳으로 이동하는 길에
리뷰 많길래 찾아감.
런치 세트A 시켰는데 엄마가 만족해하셔서 기분 좋음.
옥돔을 평소에 먹기 쉽지 않으니 좋고 맛도 물론 이고 분위기도 잔잔하고 직원분들도 친절해서 제주여행오면 또 갈거 같음.",1.83,5.92,319,9.85 
점심시간 방문 런치 세트 주문 하다 제주도 토속 음식점 만큼 건강하다 제주 재료 정갈하다 식사 준비 되다 특히 조림 짜지다 도달 지도 않다 양념 되어다 맛있다,5,Soyeon_kim_88,커플 런치 c세트 후기,고집돌우럭 - 중문점,50,3,점심 시간대 방문하여 런치 c세트 2인 주문하였습니다. 제주도 토속 음식점인만큼 건강한 제주 식재료로 정갈하게 식사가 준비됩니다. 특히 조림 짜지도 달지도 않게 양념되어 아주 맛있습니다.,0.5,5.25,319,9.85 
직원 분들 친절하다 넘다 맛있다 먹다 가다 음식 깔끔하다 잘나오다 기다 빨리 나가요 다음 방문 하고 싶다,5,hyelyungkim,고집돌우럭,고집돌우럭 - 중문점,50,3,"직원분들도 친절하고 넘 맛있게 잘먹고 갑니다~음식도 깔끔하게 잘나와요 줄도긴데 빨리 나가요
다음에 또 방문하고 싶네요",1.2,5.6,319,9.85 
어번 방문 우럭 요리 생각나다 오다 새우 튀김 옥돔 구이 막창김 여전하다 맛있다 저번 에는 보다 수육 이랑 순대 맛보다 좋다 이번 에도 맛있다 먹다 가다,5,Quest54545792271,계속 찾게 되는 맛,고집돌우럭 - 중문점,50,3,2번째에 이어 3번째 방문. 우럭요리 생각나서 또 왔어요! 새우튀김 옥돔구이 막창김 여전히 맛있었고 저번에는 못봤던 수육이랑 순대도 맛볼 수 있어서 좋았어요! 이번에도 맛있게 잘 먹고 갑니다!,1.2,5.6,319,9.85 
맛있다 아들 이랑 먹다 두다 먹다 가다 중문 오다 점심 으로 좋다 선택 이다 같다 가족 이랑 오다 추천 드리다,5,수경노,맛있어요~,고집돌우럭 - 중문점,50,3,"다 맛있네요, 아들이랑 먹었는데 둘다 잘 먹고갑니다. 중문 오신다면 점심으로 좋은 선택일 것 같아요. 가족들이랑 오는거 추천드립니다~",0.6,5.3,319,9.85 
하나 맛있다 음식 골고루 자다 먹다 특히 생선 튀기다 이아주 맛있다 다음 에도 오다 같다 가족 단위 연인 단위 오기 좋다 같다 추천 드리다,5,Trail809515,다음에도 올 것 같습니다.,고집돌우럭 - 중문점,50,3,하나하나 맛있어서 음식을 골고루 잘 먹었네요. 특히 생선튀김구이 아주 맛있었어요. 다음에도 올 것 같습니다. 가족단위나 연인단위로 오기 좋을 것 같습니다. 추천드려요.,0.86,5.43,319,9.85 
맛있다 먹다 여러가지 반찬 있다 좋다 부모님 맛있다 들다 서다 좋다 직원 친절하다 ㅎㅎㅎ,5,Elsthjvxd,맛있어용,고집돌우럭 - 중문점,50,3,"맛있게 먹었습니당
여러가지 반찬도 있고 좋네요
부모님도 맛있게 드셔섰어요
좋아요 직원분듷도 친절하세요 ㅎㅎㅎㅎㅎ",1.5,5.75,319,9.85 
고집 우럭 맛있다 재료 신선하다 음식 짜지다 않다 맛있다 다음 방문 하다 의향 있다 지점 여러 군데 좋다,5,superbsuperb,맛있어요,고집돌우럭 - 중문점,50,3,"고집돌우럭 맛있네요
재료가신선하고음식이짜지않고맛있습니다
다음에또방문할의향이있어요 지점도여러군데라좋네요",0.86,5.43,319,9.85 
제주도 오다 먹다 음식 최고 지다 통조림 짜다 비리 하다 여기다 그렇다 없이 너무 담백하다 입안 에서 즐겁다 이다 장모님 기모 만족하다 최고 최고,5,Pioneer60791961480,인생 조리집,고집돌우럭 - 중문점,50,3,"제주도에 와서 먹은 음식 중 최고로 맛난 집이었습니다.
보통 조림 하면 짜고 비리고할텐데 여긴 그런거 없이 너무 담백하고 입안에서 즐거운 맛이었습니다.
장모님 아기 모두 만족했네여 최고최고~",1.12,5.56,319,9.85 
금요일 이라 기분 정도 하다 대기 시간 아깝다 않다 가성 좋다 같다 이간 부모님 맛있다 좋아하다 방문 의사 이다,5,Passport18949699381,가성비 짱,고집돌우럭 - 중문점,50,3,"금요일 이라 대기 20분 정도 했습니다.
대기한 시간이 아깝지 않을 만큼 가성비 좋네요.
같이 간 부모님도 맛있다고 좋아 하셨습니다.
재방문 의사 100%입니다.",1.17,5.59,319,9.85 
웨이 이기다 이유 있다 너무 나다 먹다 터지다 정도 먹다 기어 다니다 지경 이다 우럭 옥돔 귀찮다 이렇다 이면 맨날 먹다 같다,5,Mingdogs,꿀맛,고집돌우럭 - 중문점,50,3,"웨이팅이 긴 이유가 있네요
너무 맛나게 먹었네요
배 터질정도로 먹어서 기어다닐지경입니다
우럭 옥돔 뼈가 귀찮지만 이런맛이면 맨날먹을수 있을꺼 같네요",-0.67,4.67,319,9.85 
마다 방문 으로 벌써 번째 방문 중문 친절하다 변하다 않다 으로 너무 좋다 항상 변하다 않다 계속 지키다,5,JungYiSeo,우럭이 쵝오 ??,고집돌우럭 - 중문점,50,3,"제주올때마다 방문으로 벌써 5번째 방문하는 중문점
친절하시고 변하지 않는 맛으로 너무 좋아요
항상 변하지 않고 계속 지켜주세요",2,6,319,9.85 
맛있다 친절하다 청결하다 요다음 제주도 오다 오다 예요 최고 들다 맛보다 굿굿굿 가족 상차림,5,pigbar,제주 맛집 방문,고집돌우럭 - 중문점,50,3,"맛있고 친절하고 청결해요.
다음에 제주도 오면 또 오고싶은곳 이예요~
맛 최고!
꼭 들려서 맛보세요~~
굿! 굿! 굿!
4인가족 한상차림 굿!",2,6,319,9.85 
할머니 알다 주신 로드 있다 없다 정갈하다 맛있다 음식 성공 누구 가도 추천 친절하다 맛있다,5,Gooddaystar,할머니가 알려주신대로 드세요.. 제발..,고집돌우럭 - 중문점,50,3,"할머니가 알려주신대로 드새요.. 입에 있었는데.. 없어요..
정갈하고 맛있는 음식들 성공적 누구랑 가도 추천
친절하시고 맛있어요!!",1.33,5.67,319,9.85 
넘다 맛있다 우럭 조림 최고 정말 최고 라는 밖에 안나 오메 여기 서모 들이다 거들다 야합 고집 우럭 좋다 밉다 먹다 세뇨,5,deach25,넘 맛있어용!! 우럭조림 최고,고집돌우럭 - 중문점,50,3,넘 맛있어용!! 우럭조림 최고 정말 최고라는 말밖에 안나오메요 여기와서 모두들 이거 드셔야합니다 고집돌우럭 좋습미다!!!!꼭먹으세뇨,0.57,5.29,319,9.85 
제주도 고집 우럭 맛있다 고해 오다 정말 맛있다 들추다 천하다 이유 있다 그렇다 집런치 시키다 미역국 맛있다 전체 으로 존맛,5,Cruiser32085760316,고집돌최고,고집돌우럭 - 중문점,50,3,제주도 고집돌우럭 맛있다고 해서 왔는데 정말 맛있네요!!!!다들추천하는 이유가 있는 그런집 런치 B 시켰는데 미역국도 맛있고 전체적으로 존맛탱,0.83,5.42,319,9.85 
아이 같이 항상 오다 아이 까지 챙기다 도안 받다 너무 만족스럽다 우럭 조림 너무 좋다 취향 저격 이다,5,DayTrip53484582113,고집돌우럭 맛집,고집돌우럭 - 중문점,50,3,"아이들과같이항상 오는데 아이들밥까지 챙겨주시고
돈도안받고 너무만족스럽고 우럭조림 간이너무좋습니다 취향저격입니다",1.5,5.75,319,9.85 
