place_name,place_rating,reviewer_name,review_title,review_content,user_rating,detail_price,detail_service,detail_food,권역(동 1 서 2 남 3 북 4
올래국수,4,bonghwa,고기와 국수가 생각보다 어울림,처음엔 고기와 왠 국수? 라고 생각했는데 생각보다 느끼하지 않고 담백하게 잘 어울렸다 면도 중면으로 탄력이 좋다,40,20,20,20,4
올래국수,4,SeunghwaH3,맛있습니다 김치가,김치가 참 맛있어요. 우동면보단 좀 얇고 칼국수 면보단 좀 두꺼운 면인데요. 면은 적당히 쫄깃하고 양이 무척이나 많았습니다. 고기는 먹을만했고 좀 질겼어요. 국물은 돼지국밥과 라멘의 중간쯤되는 맛이었어요. 가격이 7천원인데 비해서 굉장히 고기고 면이고 많아서 만족스러웠습니다. 다만 기본 웨이팅이 15-20분은 되는 것 같았고 가게가 좁아 예약을 거는 것도 힘듭니다. 국수 자체의 맛보다 김치맛이 더 기억에 남네요.,40,40,40,40,4
올래국수,4,FellowTraveler809511,꼭 와바애 하는곳이라고는 하지만 글쎄..,"항상 대기가 있습니다. 2시반쯤 왔는데도 30분은 대기 했네요. 맛은 맑은 돼지국밥 맛입니다.
제주도에 와서 기다리면서까지 먹을 만한가?라는 의문은 듭니다.",20,20,20,20,4
올래국수,4,Jaedeok K,고기국수 갑!!,평일 점심시간이었는데 정말 많은 사람이 기다리고 있었지만 금방 먹을수 있다. 메뉴는 단한가징고 너무 맛있어서 곱배기기 있었음 한다. 김치도 너무 맛있다,50,50,50,50,4
올래국수,4,hshann,대기잇어요,"늘 대기가 잇네요 평일이고 주말이고
메뉴는 고기국수 하나에요 칠천원이에요 주인아저씨가 친절하세요 양도 많고 배불러요",40,40,40,40,4
올래국수,4,HarryK1501,오랜만에 들러본 올래국수,"여전히 줄서서 기다리게 하는 곳이라 다행이 시간여유가 있어 30분 기다려서 입장....
옛날 맛을 여전히 유지하고 있을지 궁금했는데... 여전히 구수한 말투의 사장님과 여전한 맛을 유지하고 있었다....
비빔국수 메뉴가 없어진 것은 유감이지만..... 그래도 확장이전하지 말고 그대로 있어 주었으면 하는 바램...",50,40,40,40,4
올래국수,4,kj0604,제주도 가면 항상 들르게 되는 곳,"비행기 시간이 얼마 남지 않았었지만
제주도에 와서 올래국수를 안먹고 가기는 아쉬워서 들렀습니다.
4년 전쯤 갔을 때보다 확실히 고기의 양은 살짝 줄었지만
역시 진한 국물에서 오는 맛이 최고였음. 고기도 여전히 많구요.
제주도에 왔다면 한번쯤은 들러야하는 곳.",50,40,40,40,4
올래국수,4,summerellahee,고기국수를 배부르게 먹고싶다면 한번쯤 가보세요,"우선 고기국수 라는 것에 크게 기대하지 않고 방문을 했는데, 많은 사람들이 웨이팅 하고 있어서 놀랐습니다. 도착하면 가게 안으로 들어가서 이름을 적고 웨이팅을 하시면 됩니다.
자리를 이탈하시면 안되고, 가게 직원분이 자리가 나올때마다 이름을 부르면서 들어오라고
이야기 해주시기 때문에 웨이팅을 걸고 다른곳을 다녀오거나 하면 안됩니다.
30분정도 기다리라고 하셨는데, 자리 이탈하시는 분들이 많아서 15분 정도 지나면 바로 들어갈수 있습니다.

고기국수는 대체적으로 국물이 얼큰하다기 보다 사골 국물 같은 진한맛에 고기가 꽤 커서
국수랑 조금만 먹어도 금새 배가 부르더군요. 단일 메뉴 이기 때문에 양이 너무 많을것 같으면
적당히 시켜서 나눠드셔도 좋을것 같습니다.

공항가기전에 아침메뉴로 좋은것 같습니다. 공항에서 택시비로 기본요금 조금더 나오는 정도 입니다.",30,30,30,30,4
올래국수,4,Nomad810164,그냥그래요,"웨이팅은 금방금방 빠져요 회전율이 빨라서
근데 기대했던 만큼 맛있진 않았어요
자매국수가 더맛났던거같음
그리구 주차할곳이 없네요....",30,30,30,30,4
올래국수,4,boyoung11,12월12일올래국수갔다왔습니다.,제주도에 가면 한번쯤은 고기국수먹으라고 해서 들린곳입니다. 30분이상 웨이팅은 기본인거같고 밖에도 줄서잇더라고요. 그만큼 기대하고가서 그런가 생각보다 니글거리고 느끼하더라고요. 근대 양도 많고 면이 두꺼워서 배는 부르게 먹엇던거같아요,20,20,20,20,4
올래국수,4,birmjinin,특색있는 고기 국수,제주도의 고기국수라는 음식을 이곳에서 처음 먹어봤는데 무척 특색있었습니다. 돼지고기 수육이 덩어리째 국수에 담겨져 오는데 푸짐하고 맛있습니다. 고기 국물도 좋구 면발도 괜찮습니다. 동네 맛집을 생각하고 가시면 좋을 것 같고 아주 특별한 맛을 기대하고 가신다면 실망하실 수 있습니다.,50,40,40,40,4
올래국수,4,Experience809294,소문보다,"도민이구요 제주사는사람은 잘가진않읍니다
양두만구 맛두좋읍니다.고기국수특위에 돼지고기냄새는 조금납니다 참고하세요
차를가지고가면 주차하기힘드니 근처주차장에 두고가세요 언제나 사람이만어 삼십분정두 대기기본입니다",40,40,40,40,4
올래국수,4,Wunderbarrr,7천원의 행복!,고기도 넉넉하게 들어있고 국수 면발이 탱탱하면서도 쫀득한 식감에 무엇보다 육수가 깊어요. 7천원이 아니라 만원이라도 먹고 싶어요. 제주도에서 식사하면 1인당 2-3만원 넘어가는게 일도 아닌데 올래국수는 정말 가격대비 훌륭한 음식이고 일단 너무 맛있습니다. 아직도 기억에 남고 다음에 제주도 가더라도 이번처럼 일단 공항 근처에 있는 올래국수부터 먹고 여행할겁니다.,50,50,50,50,4
올래국수,4,soul8486,양도 많고 맛있어요,"국물 맛도 깊고, 고기도 많고 맛있어요. 그리고 양도 많더라구요. 제주에 가면 꼭 가서 먹습니다. 맛있어요.",50,50,50,50,4
올래국수,4,kyungmeey,제주도에 가면 언제나 먹는 곳,돼지고기가 듬뿍 들어가 고기만 먹어도 배부른... 국물도 고소해요. 언제나 공항 가기 전에 먹고 출발해요.,50,50,50,50,4
올래국수,4,Happiness676005,최고의 맛!,"제주 여행 갈 때마다 꼭 들려서 먹고와요!
깊은 국물 맛에 고기와 국수의 면발이 어우런진
최고의 고기국수 맛이예요",50,50,50,50,4
올래국수,4,Coastal670378,국물이 맛있어요,고기가 많이 들어서 좋았고 국물이 맛있어요 면은 그냥그렇긴해요ㅋㅋ 돼지국밥에 밥대신 국수 넣어 먹는 느낌ㅋㅋ 괜찮습니다,40,40,40,40,4
올래국수,4,Adelaveronica,맛있었어요~,맛있었는데 여름보다는 쌀쌀한 날씨에 더 맛있을 것 같아요. 여름이라 너무 목이 타는 느낌에 먹었더니 개운한 맛이 없었어요.,40,40,40,40,4
올래국수,4,Jimin-Hwang,무난한 고기국수,"오후 3 시쯤 도착했더니 10분 정도 기다였어요.
메뉴는 한가지라 금방 나오고요. 가격, 맛, 양 다 무난해요.",40,40,40,40,4
올래국수,4,Sojeong L,10분정도 기다린다면 맛있는 국수,주변에도 워낙에 고기국수집이 많지만 유독 이집에 손님들이 많네요. 10분정도 기다린다면 합리적인 가격에 고기국수를 먹을 수 있지 않나 싶어요. 일단 돼지잡내가 업는게 좋지만 이미 간이 다 되어있는 탓에 조금 짜게 느껴집니다. 서비스는 맛집이라고해서 불편한게 아니라 친절해서 좋았습니다. 테이블 회전이 빠르니 평일 점심 이전에 간다면 10분만 기다리셔도 먹을 수 있어 좋았습니다.,30,40,40,40,4
올래국수,4,basilent,화려한 명성에 비해 그닥...,"국물은 진하지만 짜고, 맛은 괜찮지만 굳이 또 찾아가서 먹어야 겠다는 생각은 안 드는 곳.",30,30,30,30,4
올래국수,4,kimhy0131,처음먹어본 고기국수,"제주도에가면 꼭 먹어보고 싶었던 고기국수였는데 맛있더라고요.
그런데 유명한집이라그런지 밖에서 좀 기다리셔야되요.",40,30,30,30,4
올래국수,4,riverjinju,보통의 국수맛이예요.,깔끔해서 좋았는데 맛은 그냥 무난했어요. 다른 고기국수집과 비교해서 별 차이가 없어요. 고명으로 올라가는 고기가 맛있어요. 양은 많아요~,30,30,30,30,4
올래국수,4,zennni,무난한 맛이예요,제주의 고기국수 집 중 가장 유명세를 타고 있는 집인 것 같네요. 예전에 이정도는 아니였는데 요즘은 먹으려면 오픈시간에 가도 기다려야하더라구요. 고기국수라고 하지만 느끼하거나 그렇진 않고 담백하고 고소한 맛이여서 부담없이 한끼정도 먹기 좋은 것 같습니다.,30,30,30,30,4
올래국수,4,Adventurer807824,무난했습니다.,고기국수 맛집을 못가봐서 그런지 큰 감흥은 없네요. 매번. 그래도 제주도에 와봤으니 한번 먹어보자 하는 마음으로 들르곤 합니다. 깔끔하고 담백해서 아이들과 먹기에 좋으네요.,40,40,40,40,4
올래국수,4,Dennis_Hwang,"중면을 사용한 고기국수가 대표 음식, 하지만 멸치국수도 좋아요!","제주도의 고기국수집 중에서는 비교적 역사가 짧은 편입니다만 굉장한 인기를 누리고 있습니다. 아침 9시에 문을 여는데 이미 줄서서 대기하고 있습니다. 미리 주문을 하고 기다려야 하는데 주인분이 친절한 편입니다.
대표 음식은 고기국수와 멸치국수 비빔국수인데, 이 중 앞에 두 가지를 먹어 봤습니다. 고기국수는 일반 국수보다 조금 굵은 중면을 사용한 게 특징인데, 좀 불은 듯 하면서도 두툼한 식감이 특징적이고 국물을 깔끔하게 잘 뽑아냅니다. 고기가 좀 발그레한데 덜 익은 거 아니므로 클레임 걸지 마시기 바랍니다. 멸치국수가 정말 대박인데, 굉장히 진하면서도 쓰거나 한 맛 없이 정말 깔끔하게 국물을 잘 뽑아냅니다. 지금까지 먹어 본 멸치국수 가운데 단연 톱이라고 해도 될 정도입니다. 두 분이 간다면 하나씩 시켜서 나눠 먹어 보실 것을 권합니다.",40,40,40,40,4
올래국수,4,Hansoo B,담백하고 깔끔한 고기국수,"메뉴는 오직 하나.
인원수와 고추가루를 조금 넣어주시는데 아이가 있거나 싫으신 분은 미리 말씀하시면 됩니다.
맛이 아주 담백해서 저는 닭국물이 아닌지 생각이 들 정도더군요. 느끼한 맛이 전혀 없습니다.

조금 기다릴 각오는 하셔야합니다.",50,50,50,50,4
올래국수,4,Connector811093,큰 기대는 하지 말고 가면 괜찮을듯,"식당 분위기는 깔끔하고 직원분들도 친절함
식사는 돼지국수랑 회비빔국수? 시켰는데 적당히 먹을만 하지만 기대를 너무 하고 가서 그런지 익숙한 맛입니다. (돼지국밥에 밥 대신 면을 먹는 다고 생각하시면 됩니다)
가격대비 괜찮음
한번더 가라고 하면 글세...",30,40,40,40,4
올래국수,4,_W8885LF,기다릴만한 가치가 있는 맛집,"돈코츠 라멘의 깔끔한 버전?
국물도 정말 좋고 고기가 정말 많고 맛있습니다.

주차가 정말 힘들고 오래 기다려야하는 단점이 있지만 맛은 실망시키지 않습니다.",50,50,50,50,4
올래국수,4,kwisdom88,자꾸만 생각나게 하는 맛,"한번 먹으면 계속해서 생각나는 국수.
먹어도 먹어도 줄지않는 푸짐한 양.
구수한 국물과 부드러운 면발이 최고!",50,50,50,50,4
올래국수,4,deniswkim,성수기 비성수기 맛과 양이 다른 곳,성수기에 가지 마세요. 거의 반 정도 양 밖에 안나오네요. 많이 변절된 곳 중 하나.. 2013년에 겨울 갔을때랑 많이 달라서 실망했습니다...,20,20,20,20,4
올래국수,4,MKJ48,돼지고기 누린내 전혀없는 부드러운 국물과 면발,"좋은점
1. 돼지고기 누린내가 전혀 안난다
2. 고기 고명 양이 충분하다
3. 맑은 국물이 깔끔 (일본 라멘과는 다른 맑은 국물임)
4. 간이 적절
5. 반찬으로 나오는 김치가 조금 마르기는 했지만, 맛은 무난 (고추는 상태가 별로였음)

단점
제주도 대부분의 맛집으로 소문난 음식점이 그렇듯, 갑자기 늘어난 손님을 맞을 체계가 안갖춰졌음
1. 예약받는 방법, 동선이 엉망
입구에 기다리는 사람들이 있고, 음식점 내부에서 기다리는 사람들이 있는데... 대기번호를 받으려면 맨 안쪽의 카운터까지 가서 이름을 올려놓고 대략적 착석 가능한 시간을 받아야 함
문제는 대부분의 사람들, 특히 외국인 관광객들이 이런 걸 모르고 마냥 가게 안팎에서 끝없이 줄서 있다는 거
먹는 사람이나, 가게 주인이나 외국어가 딸려서 인지 절대 예약하고 나가 있으라고 말 안해준다
덕분에 가게 안에 줄서있는 사람들 사이로 국수를 나르고, 국수 먹고 있는 테이블 옆에서 줄서있는 사람들이 떠들어서 국수에 침도 들어갈 정도

2. 비위생적 환경
정신없이 사람들이 들고 나지만, 테이블 닦는 걸레는 달랑 한장인듯
더러워서 테이블에 손을 올려놓거나 숟가락을 놓을 수 없었음

3. 열악한 주차환경
그냥 알아서 주차해야 함
주민들 민원이 없는 건지... 섬지역이라 그런건지...
분명히 넘치는 차로 동네 주민들한테도 민폐일텐데
주차에 전혀 무관심함",40,40,40,40,4
올래국수,4,hyungjoob,맛남맛남,"가족들과 가서 먹었는데 너무 맛있네요.
고기 냄새도 안나고 국물도 매우 고소하소 깔끔하고요. 강추!!",50,50,50,50,4
올래국수,4,yijink2016,면발이 너무 부드러워요.,"면발이 너무 부드러워요.
후루룩후루룩 먹게 되긴 하지만 찰기가 부족해서 아쉬워요.
찰기가 너무 부족하다보니 면발이 불었나 싶을 정도니까요.
일말의 쫀득임도 찾아보기 힘들어요.",30,30,30,30,4
올래국수,4,MiloKim,제주도 시내쪽 위치한 국수집,제주도 스타일 고기국수 집입니다. 이집은 고기국수가 맛잇어요. 비빔이나 멸치보다는요. 시내에서 가까워서 좋습니다.,40,40,40,40,4
올래국수,4,eunekuyng,맛있는 로컬 음식 체험,"돼지고기 향을 싫어 하시는 분들은 다른 곳의 고기국수가 좋을 듯.

고기가 연하나 막썬 듯한 투박함이 오히려 그 지방 동네 맛집을 즐기는 기분을 줄 수 있음

9시 부터 오픈한다 알고 갔는데 손님이 꽤 방문해서 인지 8시 넘기니 오픈해서 대기없이 아침을 했습니다.

아파트단지 근처 골목이니 주차공간은 많지 않으니. 근처 숙소라면 걸으시는게 편하실 듯 합니다.",40,40,40,40,4
올래국수,4,khlee737,가격대비 최고의 제주돼지를 드시고 싶으시다면,"고기의 양이 많습니다.
그냥 비교불가입니다. 고기국수의 이정도로 돼지고기를 많이 넣어주는데가 있을까요. 줄서면서 기다릴만한 가치는 있는것 같습니다. 기왕 먹을 1끼라면 괜찮을것 같아요",50,50,50,50,4
올래국수,4,Hyoseon,맛있어요.,"2-3번 정도 줄서서 들어갔네요.
공항 가기 전에 점심으로 간단히 먹기 좋은 것 같아요.
안맞는 분이 계시다는데, 저는 그렇지는 않았어요.
워낙 국수를 별로 안좋아하는 편이었는데도 한그릇 다 먹을 수 있었습니다.
한번 드셔보시고 판단하시는 게 어떨까 싶네요 :)",40,40,40,40,4
올래국수,4,Wanderer808636,유명세만큼 아니라고 생각,가족끼리갔는데 줄이길더라구요. 돼지고기냄새 예민하신 저희 어머니는 한입도 못드셨어요. 돼지냄새나요. 가게도 조금 허름하고 가격은 맛대비 비싸게 느껴져요. 맛없진 않은데 유명한건 이해할수 없네요. 돼지누린내 좀 나요.,30,20,20,20,4
올래국수,4,Expedition649270,입맞에 맞지 않더라구요..,"돼지 기름이 너무 많아서 먹기 힘들었습니다.
국수다보니 테이블 회전은 빨라서 금방금방 빠집니다. 대기시간이 생각보다 길지 않다는 뜻이지요.
그리고 주인아저씨가 친절한 듯 엄한듯.. 애매한 인상이세요.
직원들 힘들 듯.

비리거나 돼지냄새 나는거 싫어하는 분이라면 분명히 비추할 곳.,",20,20,20,20,4
올래국수,4,Expedition590883,전형적인 관광객들을 위한 음식점,"자극적인 고기 국수의 맛입니다.
딱 한 입 먹었을때 맛있다고 생각할수 있지만 일주일 내내 밥먹으러 온다면 기피할만한 곳입니다. 바빠서 직원분들도 다소 불친절하였으며 먄 상태가 많이 불어있었습니다. 초딩입맛이라고 자처하시는분께는 좋은 인상이 남을것 같습니다만 본인이 좀 어른스러운 입맛의 소유자라고 생각하신다면 다른곳을 가보세요",20,20,20,20,4
올래국수,4,alim0414,기다려서 먹을 이유가 있을까?,"음식의 맛은 좋은편이다. 근데 제대로 된 웨이팅 자리도 없고 그저 가게문 앞에서 답답하게 기나긴 기다림을 견뎌야할 가치가 있는지는....
그리고 별로 좋지 않은 고객응대 수준은 기다림의 짜증과 합쳐서 음식에 대한 만족도가 이 불만을 상쇄시키기는 너무 역부족인것 같다.....",30,30,30,30,4
올래국수,4,HyejinK108,좀 느끼했지만 제주도에서 엄청 유명한 맛집,"식당 내에 각종 신문, 잡지, TV에 나온 내용들이 벽에 붙어있다. 맛은 좀 느끼했지만 제주도에 방문해서 한번쯤은 먹어볼 만하다.",40,30,30,30,4
올래국수,4,Getaway807672,맛있어요,"국물도 깔끔하고 맛있어요
그런데 웨이팅시간이잇어요ㅠㅠㅠ
그런데 고기는 정말 잘 삶아졌어요
흐흐 또 먹고싶네요",40,30,30,30,4
올래국수,4,Road807563,제주도 와봤으면 먹어봐야지예~!,고기국수가 유명하다고 해서 알아본 집들이 여러군데 있었어요. 그 중에 한군데가 여기여서 여행코스에 맞춰 점심먹으려 다녀왔습니다. 부산에서 먹던 돼지국밥?같은 국물에 면이 들어있다는 설명을 듣고 다소 과하지 않을까했는데 뒷맛도 깔금하고 부모님도 너무 맛있게 드셔서 기분좋게 다녀온 곳입니다.,30,40,40,40,4
올래국수,4,Roving641187,다른 국수보다 느낄할 수 있으나 맛있었던~,국수를 좋아해서 여행내내 점심은 두군데서 먹어 봤는데 비슷비슷합니다 가까운 곳에서 먹는게 제일 좋은 것 같아요 자매국수는 줄이 너무 길어요!,40,40,40,40,4
올래국수,4,Kaylie_KK,맛있어요!,"30분정도 줄서서 먹었는데 괜찮았습니다.저렴하고 양도 많았어요.
단, 자리는 매우 좁았고 빨리빨리 먹고 나가야하는 그런 분위기였어요 기다리는 사람이 워낙에 많아서;
아침에 먹기에는 약간 버겁고, 점심으로 먹기에 딱인거같아요.
자체 주차장은 없고, 근처에 알아서 주차하셔야 합니다.",40,50,50,50,4
올래국수,4,wlrnqhswhdk,진짜 맛있음,"줄서서 먹는 스타일 아닌데 거의 30분은 기다렸다가 먹었던거같아여..
근데 보통 기대가 크면 실망도 큰편인데
정말 맛있게 먹었네요
국물이 서울에서는 먹어보지 못한 깊은맛이 있었어요",40,50,50,50,4
올래국수,4,GraceEunhyeHong,먹을만했어요.,저렴하고 먹을민했어요. 일부러 찾아갈 정도인지는 잘 모르겠고 근처에서 들를 만 합니다. 대부분의 손님은 관광객인 듯 합니다. 근처에 주차는 알아서 골목에 해야 합니다.,40,40,40,40,4
올래국수,4,Majoongto,시원한 국물. 푸짐한 양 만족입니다.,"블로그 맛집으로 많이 회자되서 방문했습니다.
많은 양에 한번 놀라고 시원한 국물에 두번 놀랍니다.
여자는 하나 다 먹기 버거워 보이네요. 제주도 명물 답습니다.",50,50,50,50,4
올래국수,4,jeongyeoll,"맛은 모르겠으나, 양은 확실함","제주도 고기국수를 맛보겠다는 일념하에 올래국수를 찾아왔으나
오후 6시쯤 도착했는데, 비빔은 안된다고하여 일반 고기국수를 주문했음
조금 느끼한 국물과, 소면이 아닌 중면을 사용했음에 놀랐고
개인적으로 중면을 싫어해서 꽤 많이 남겼음
동네식당으로 나쁘진 않으나, 찾아가면서까지 먹을 정도는 아니라는 개인적인 생각",30,50,50,50,4
올래국수,4,talewoo,진짜 괜찮음,"친구가 하도 먹고싶다 해서 귀찮았는데 귀찮음마저 미안해지는 맛이었음
소문대로 맛집 인정!!!",40,40,40,40,4
올래국수,4,kma7326,양많고 고기맛 좋음,"소문대로 사람 많다
고기국수 양도 많아서 여자 혼자서는 한그릇을 비우기 힘들다
느끼한 걸 싫어하는 사람이라면 입에 맞지 않을 듯
돔베고기를 처음 먹어봤는데 굉장히 부드럽고 맛있었다",30,30,30,30,4
올래국수,4,jhpark0,만족스러운 선택,원래 계획은 삼성혈쪽으로 넘어가서 고기국수를 먹으려고 했는데 연동에서 막 체크아웃한 다음 멀리 움직이기도 귀찮고 해서 걸어서 왔다. 워낙 유명하다보니 많이 기다려야할 줄 알았는데 열한시 무렵이었는데 의외로 대기가 없어서 바로 들어갈 수 있었다. 들어가서 주문하고 먹으면서 보니 그때부터 줄이 생기기 시작. 고기 양도 충분하고 면도 두꺼운 편이었고 맛도 괜찮았다. 만족.,50,50,50,50,4
올래국수,4,songtaeill,맛있어요,"10시30분쯤 갔는데 웨이팅이 10명정도 있었습니다.
30분정도 웨이트 했구요 메뉴는 고기국수 하나였습니다.
고기도 두껍고 면발도 두꺼워서 만족했어요.",40,40,40,40,4
올래국수,4,bjh3676,최고의 고기국수,"제주 연동 시가지 뒷골목에 있습니다. 식사시간대에는 항상 손님이 많았고 마감시간 쯤에 가면 손님이 그나마 없는 편이나, 특정한 음식 메뉴만 시킬 수 있습니다. 어떤사람은 느끼하다는 평을 하던데, 저의 입맛에는 딱 맞았습니다. 고소하면서도 깊은 맛이 일품입니다.",50,50,50,50,4
올래국수,4,Companion807728,주인 아저씨 완전 친절,워낙 소문난 맛집이라 정말 오래 기다려서 먹었는데 고기국수 진짜 맛있고 주인 아저씨도 너무 친절해서 좋았어요. 다만 주변에 주차할 곳 찾는게 너무 힘듭니다. 골목도 좁은데다가 조금만 차가 엉키면 움직이지를 못해서 그게 너무 스트레스였네요.,50,50,50,50,4
올래국수,4,hyundeuk,고기국수 최고,지금까지 먹어본 국수 중 단연코 최고라고 할 수 있겠습니다. 양도 상당히 많고 너무 맛있습니다. 앞으로 자주 가게 될 가 같아요.,50,50,50,50,4
올래국수,4,Adventurer807277,느끼할거란 생각은 기우,"비가 오는 금요일,
아이 둘 데리고 복잡할듯하여 바쁜시간 피해 4시쯤 갔어요 다행히 비가 와서그런지 식사시간을 피해가서 그런지 그리 길지않은 줄ㅋ 네자리가 금방 났어요
국수라 회전율로 빨라요
오전 10시30분까지만 멸치,비빔이 되고 후로는 무조건 고기국수만,
자매국수갈까 고민했는데 올래로 오길 잘했어요
뭉텅뭉텅 썰어진 고기는 어쩜 그리 잘 삶으셨는지 부드럽고 냄새도 안나고, 푹삶은닭백숙처럼 부들부들,(비계도 붙어있어요 자매국수처럼 예쁘게 썰어있지않지만 뭔가 진짜 현지느낌?)

5살난 아이도 혼자 포크질을 멈추지않으며 먹었어요ㅋㅋㅋ
국물맛은 순대국국물과 백숙국물 섞은맛?
고기국수니까 일본 하카다라면과 비교하지않을수없는데 진짜 훨훨훨맛있음ㅋ
하카다라면 진짜 느끼해서 못먹어요ㅠ

저녁으로 먹었는데 내일 아침 또 먹고싶어요",50,50,50,50,4
올래국수,4,Relax807885,기대를 너무했나봉가...,혼자 뚜벅이로 여행가서 줄서서 기다리고 들어가 패기넘치게 고기국수와 비빔국수 시켜서 먹었어요 왜죠...? 왜 3대 국수집이죠!??!? 그냥 음 호불호 갈릴맛이예요 고기국수보단 비빔국수가 더 맛있어요,30,30,30,30,4
올래국수,4,철규 최,제주 최고의 맛집,"처음 제주에서 고기국수란 이름을 처음 접하고, 국수에 고기를 넣으면 느끼 할 것이라는 선입견에 찾지 않았는데...
올래국수를 처음 접하고는 제주도 여행 갈때마다 두번씩 찾는 최고의 맛집이다.
여러 고기 국수 집을 다 가 봤지만... 사람들에게 1순위로 추천해 주는 곳이다.",50,50,50,50,4
올래국수,4,hangulo,기다린 보람이 있는 맛,정말 오랫동안 기다려야만 먹을 수 있는 관광 명소인데... 너무 오래 기다려서.. 배가 고파서... 그래서 더 맛있게 느끼는 것이 아닐까요? ^^,50,50,50,50,4
올래국수,4,Vacationer805338,맛이 진함,"유명하고 값도 저렴,,양도 많코,,,
칭구12명이서 단체로 방문,,,식사인원많음...
음식나옴,,거울 촌 넘이라~~^^ .돼지 .냄새가 강하네,,,
한국슈 꿀꺽,,,역시 강해~~~~3/2는 촌 넘 들이라 몬먹네...
나역시 역하여 조금 먹고 몬 먹음,,,,돼지 국물 좋아 하는 사람은 맛았다함....
너무 강한 국물,,,,,비위 약하면 못 먹음에...주의",30,40,40,40,4
올래국수,4,inhahaha,푸짐한 고기국수,"제주 갈때마다 방문하는 고기국수집
고기를 덩어리로 잘라 푸짐하게 주는 집으로 고기냄새가 거의 잘 느껴지지 않는 국물맛이 장점. 처음보다 맛의 감흥은 떨어졌지만 또 제주에 가서 고기국수를 먹는다면 이곳으로 갈 것 같다.",40,40,40,40,4
올래국수,4,광종 한,대표 고기국수집,국수거리 전면에 있어 찾기쉬운 위치에 존재. 고기 국수집 맛이 다 비슷비슷하므로 좋은 위치에 있는 올래국수 방문을 추천,40,40,40,40,4
올래국수,4,ATOM_Chae,맛은 있으나 웨이팅이 너무 길어 힘듬,"깔금한 맛을 좋아하면 올래국수 진한 맛을 좋아하면 국수만찬을 추천함
맛있는 고기국수집은 으레 대기시간이 넘 길어서 힘든편임.",40,40,40,40,4
올래국수,4,ohmycss,제주 고기국수,양이 많아서 4명이서 3개를 주문해서 먹는 경우도 많이 봤다. 공항에서 운동삼아 걸어가도 나쁘지 않은 거리이지만 힘들다.,50,50,50,50,4
올래국수,4,kyesangeda,맛있으나 웨이팅 있을 때는 비추,맛은 그냥 무난하니 먹을만하고 좋으나 기다려서 먹을 정도는 아닌거 같아요 전 대기없이 먹어서 매우 만족하게 먹었습니다.,40,40,40,40,4
올래국수,4,Vacation811098,제주도 고기국수,공항과 가까운 곳인데 언제나 사람이 많습니다. 넉넉하게 시간을 잡고 방문하는게 좋을듯합니다. 고기도 적당하고 국물도 시원하니 맛있습니다.,40,50,50,50,4
올래국수,4,886hyebinj,공항근처 비행기타기전에들리좋은곳,고기국수는 제주도가아닌 육지에서는 보기 힘든 메뉴인만큼 제주도를 가면 꼭 먹고오는 메뉴중 하나입니다. 고기양이 많으면 살짝 느끼한감이없지않아있긴 하지만 그래도 국물이구수하고 배도차고 값도 저렴해서 한끼로 제격입니다,50,50,50,50,4
올래국수,4,chunilu,엄청나게 붐비고 바쁜 곳,공항에서 가깝기에 제주도 도착했을 때 떠날 떄 가기 좋습니다. 다만 점심시간에 가면 많이 기다리니 가지 마세요. 차라리 옆에 있는 다른 국수집에 가시면 됩니다. 맛은 크게 차이 없습니다.,40,40,40,40,4
올래국수,4,세정 이,공항근처맛집,"공항과가까워 도착해서바로 아님 떠나기직전에 들려서 간단히먹기좋은맛집!
웨이팅시간이길기때문에여유있게가야함.
양도무지많고 고기도많이들어있고
국물맛이일품 ^^",30,30,30,30,4
올래국수,4,37limh,맛있어요~,"마침 숙소 근처라 바로 들렸었네요
예전에 제주 방문시 자ㅁ국수만 가봤었는데 너무 짜서 당황했는데 올레국수는 맛있네요~
깊은맛도 최고고 잔치국수도 깔끔하니 맛있었어요~
고기가 조금도풍부하면 좋겠어요
맛있었어요 돈코츠러멘먹는기분 ㅋ",40,40,40,40,4
올래국수,4,Sunshine812163,정말 비추,"주변인들이 추천해서 방문했는데. 정말 엄청나게 실망했습니다. 서비스 최악이예요. 바쁜거 압니다. 줄서서 먹는것도 충분히 맛집이니 이해합니다. 하지만 이름 순서 제대로 파악 하지못해서 먼저와서 더 오래 기다려야 하는건 이해못하겠습니다. 꽤 많은 사람들이 시간순서대로 못먹어서 불만이 많았습니다. 그리고 너무 불친절합니다. 아무리 지방이고 장사가 잘 되어도 그렇지..
사실 서비스가 엉망이여서 그런가 뭐 그리 맛있다고 소문이 났는지도 이해할수없었네요. 절대 가고싶지 않습니다.",10,10,10,10,4
올래국수,4,Vacation807813,고기국수 먹기 위해 줄서는 연동 국수집,제주에는 유명한 국수집이 많다. 그중에 신제주에 위치한 올레국수는 테이블이 몇개 없어 국수 한그릇 먹기가 더욱 치열한 곳이다. 맛은 차이가 없지만 양은 억수로 많다. 제주 고기국수 한번 먹고 가야죠!,40,40,40,40,4
올래국수,4,edwardj126,이젠 별로,"고기국수가 7,000원 사람도 많아 불편한 분위기 그래도 먹으려면 맛이 좋아야 하겠지만 이젠 그렇지 않다 나쁘지는 않으나 일부러갈 정도는 아니다 특히 저가격에 기다름에늣",20,20,20,20,4
